scene	region	region_order	exclusion	point_order	x	z	edge_outset
kashyyyk_main	Kachiro_path	1	0	13	156.006	-280.003	5.0
kashyyyk_main	Kachiro_path	1	0	14	235.972	-256.115	5.0
kashyyyk_main	Kachiro_path	1	0	15	307.997	-292.544	5.0
kashyyyk_main	Kachiro_path	1	0	16	299.984	-343.970	5.0
kashyyyk_main	Kachiro_path	1	0	17	316.000	-424.004	5.0
kashyyyk_main	Kachiro_path	1	0	18	412.034	-448.350	5.0
kashyyyk_main	Kachiro_path	1	0	19	495.939	-492.002	5.0
kashyyyk_main	Kachiro_path	1	0	20	583.979	-516.000	5.0
kashyyyk_main	Kachiro_path	1	0	21	591.994	-568.011	5.0
kashyyyk_main	Kachiro_path	1	0	22	655.977	-580.007	5.0
kashyyyk_main	Kachiro_path	1	0	23	712.007	-548.024	5.0
kashyyyk_main	Kachiro_path	1	0	24	843.980	-524.726	5.0
kashyyyk_main	Kachiro_path	1	0	25	823.945	-575.990	5.0
kashyyyk_main	Kachiro_path	1	0	26	703.956	-667.986	5.0
kashyyyk_main	Kachiro_path	1	0	27	576.004	-667.999	5.0
kashyyyk_main	Kachiro_path	1	0	28	500.029	-659.998	5.0
kashyyyk_main	Kachiro_path	1	0	29	436.017	-595.990	5.0
kashyyyk_main	Kachiro_path	1	0	30	376.004	-492.177	5.0
kashyyyk_main	Kachiro_path	1	0	31	304.007	-455.978	5.0
kashyyyk_main	Kachiro_path	1	0	32	258.011	-436.000	5.0
kashyyyk_main	Kachiro_path	1	0	33	208.011	-459.989	5.0
kashyyyk_main	Kachiro_path	1	0	34	184.009	-376.009	5.0
kashyyyk_main	Kachiro_path	1	0	35	224.006	-343.986	5.0
kashyyyk_main	Kachiro_path	1	0	36	178.912	-299.980	5.0
kashyyyk_main	Kachiro_path	1	0	37	80.018	-315.993	5.0
kashyyyk_main	Kachiro_path	1	0	38	-55.996	-211.998	5.0
kashyyyk_main	Kachiro_path	1	0	39	-131.995	-171.995	5.0
kashyyyk_main	Kachiro_path	1	0	40	-200.002	-156.000	5.0
kashyyyk_main	Kachiro_path	1	0	41	-307.972	-239.997	5.0
kashyyyk_main	Kachiro_path	1	0	42	-395.995	-155.983	5.0
kashyyyk_main	Kachiro_path	1	0	43	-459.985	-163.991	5.0
kashyyyk_main	Kachiro_path	1	0	44	-500.966	-132.518	5.0
kashyyyk_main	Branch	2	0	0	-336.438	-153.522	5.0
kashyyyk_main	Branch	2	0	1	-307.999	-96.007	5.0
kashyyyk_main	Branch	2	0	2	-271.997	-76.006	5.0
kashyyyk_main	Branch	2	0	3	-263.988	-12.005	5.0
kashyyyk_main	Branch	2	0	4	-311.999	84.009	5.0
kashyyyk_main	Branch	2	0	5	-418.596	128.014	5.0
kashyyyk_main	Branch	2	0	6	-573.153	108.620	5.0
kashyyyk_main	Branch	2	0	7	-548.041	170.734	5.0
kashyyyk_main	Branch	2	0	8	-473.788	171.999	5.0
kashyyyk_main	Branch	2	0	9	-332.001	139.998	5.0
kashyyyk_main	Branch	2	0	10	-228.006	76.000	5.0
kashyyyk_main	Branch	2	0	11	-213.341	12.009	5.0
kashyyyk_main	Branch	2	0	12	-240.007	-7.828	5.0
kashyyyk_main	Branch	2	0	13	-256.013	-79.994	5.0
kashyyyk_main	Branch	2	0	14	-284.776	-160.536	5.0
kashyyyk_main	Starport	3	0	0	-700.000	-179.000	5.0
kashyyyk_main	Starport	3	0	1	-687.000	-88.000	5.0
kashyyyk_main	Starport	3	0	2	-639.000	-96.000	5.0
kashyyyk_main	Starport	3	0	3	-663.000	-32.000	5.0
kashyyyk_main	Starport	3	0	4	-646.000	7.000	5.0
kashyyyk_main	Starport	3	0	5	-509.000	-19.000	5.0
kashyyyk_main	Starport	3	0	6	-412.000	-14.000	5.0
kashyyyk_main	Starport	3	0	7	-524.000	-191.000	5.0
kashyyyk_main	Starport	3	0	8	-636.000	-167.000	5.0
kashyyyk_main	Eastside	4	0	0	588.023	155.793	5.0
kashyyyk_main	Eastside	4	0	1	626.918	24.000	5.0
kashyyyk_main	Eastside	4	0	2	675.824	-3.986	5.0
kashyyyk_main	Eastside	4	0	3	728.009	-78.229	5.0
kashyyyk_main	Eastside	4	0	4	644.025	-207.802	5.0
kashyyyk_main	Eastside	4	0	5	628.020	-311.458	5.0
kashyyyk_main	Eastside	4	0	6	560.006	-416.007	5.0
kashyyyk_main	Eastside	4	0	7	495.980	-492.008	5.0
kashyyyk_main	Eastside	4	0	8	428.012	-587.941	5.0
kashyyyk_main	Eastside	4	0	9	587.251	-667.984	5.0
kashyyyk_main	Eastside	4	0	10	787.945	-607.928	5.0
kashyyyk_main	Eastside	4	0	11	847.994	-444.011	5.0
kashyyyk_main	Eastside	4	0	12	755.987	-248.044	5.0
kashyyyk_main	Eastside	4	0	13	775.998	-24.015	5.0
kashyyyk_main	Eastside	4	0	14	775.994	72.038	5.0
kashyyyk_main	Eastside	4	0	15	852.635	72.000	5.0
kashyyyk_main	Eastside	4	0	16	915.996	76.004	5.0
kashyyyk_main	Eastside	4	0	17	959.980	160.003	5.0
kashyyyk_main	Eastside	4	0	18	947.999	271.989	5.0
kashyyyk_main	Eastside	4	0	19	916.029	279.957	5.0
kashyyyk_main	Eastside	4	0	20	812.004	203.981	5.0
kashyyyk_main	Eastside	4	0	21	738.085	199.986	5.0
kashyyyk_main	Eastside	4	0	22	676.012	267.972	5.0
kashyyyk_main	Eastside	4	0	23	643.697	231.999	5.0
kashyyyk_main	Eastriver	5	0	0	651.996	228.386	5.0
kashyyyk_main	Eastriver	5	0	1	700.004	291.985	5.0
kashyyyk_main	Eastriver	5	0	2	791.304	395.863	5.0
kashyyyk_main	Eastriver	5	0	3	844.020	455.998	5.0
kashyyyk_main	Eastriver	5	0	4	899.984	511.997	5.0
kashyyyk_main	Eastriver	5	0	5	907.999	480.055	5.0
kashyyyk_main	Eastriver	5	0	6	831.932	339.735	5.0
kashyyyk_main	Eastriver	5	0	7	740.004	260.002	5.0
kashyyyk_main	Eastriver	5	0	8	716.000	256.005	5.0
kashyyyk_main	Eastriver	5	0	9	696.184	196.074	5.0
kashyyyk_main	wookievil	6	0	0	647.631	-240.295	5.0
kashyyyk_main	wookievil	6	0	1	578.186	-262.381	5.0
kashyyyk_main	wookievil	6	0	2	535.986	-268.009	5.0
kashyyyk_main	wookievil	6	0	3	514.807	-252.081	5.0
kashyyyk_main	wookievil	6	0	4	499.986	-212.023	5.0
kashyyyk_main	wookievil	6	0	5	454.143	-176.484	5.0
kashyyyk_main	wookievil	6	0	6	383.703	-187.833	5.0
kashyyyk_main	wookievil	6	0	7	315.997	-124.098	5.0
kashyyyk_main	wookievil	6	0	8	276.001	-128.007	5.0
kashyyyk_main	wookievil	6	0	9	243.868	-128.016	5.0
kashyyyk_main	wookievil	6	0	10	177.886	-92.421	5.0
kashyyyk_main	wookievil	6	0	11	159.953	-117.951	5.0
kashyyyk_main	wookievil	6	0	12	204.083	-160.001	5.0
kashyyyk_main	wookievil	6	0	13	204.008	-183.980	5.0
kashyyyk_main	wookievil	6	0	14	236.011	-207.965	5.0
kashyyyk_main	wookievil	6	0	15	288.023	-243.985	5.0
kashyyyk_main	wookievil	6	0	16	359.983	-235.985	5.0
kashyyyk_main	wookievil	6	0	17	415.967	-199.994	5.0
kashyyyk_main	wookievil	6	0	18	448.013	-191.996	5.0
kashyyyk_main	wookievil	6	0	19	480.000	-211.960	5.0
kashyyyk_main	wookievil	6	0	20	492.022	-251.999	5.0
kashyyyk_main	wookievil	6	0	21	528.441	-283.997	5.0
kashyyyk_main	wookievil	6	0	22	583.998	-271.977	5.0
kashyyyk_main	wookievil	6	0	23	632.069	-265.917	5.0
kashyyyk_main	wookievil	6	0	24	656.433	-269.521	5.0
kashyyyk_main	bigriver	7	0	0	692.004	279.992	5.0
kashyyyk_main	bigriver	7	0	1	604.002	176.998	5.0
kashyyyk_main	bigriver	7	0	2	492.031	47.989	5.0
kashyyyk_main	bigriver	7	0	3	481.547	-40.013	5.0
kashyyyk_main	bigriver	7	0	4	352.436	19.972	5.0
kashyyyk_main	bigriver	7	0	5	245.836	-12.000	5.0
kashyyyk_main	bigriver	7	0	6	143.204	-24.019	5.0
kashyyyk_main	bigriver	7	0	7	28.182	30.823	5.0
kashyyyk_main	bigriver	7	0	8	-32.096	81.729	5.0
kashyyyk_main	bigriver	7	0	9	-151.827	103.997	5.0
kashyyyk_main	bigriver	7	0	10	-228.000	75.942	5.0
kashyyyk_main	bigriver	7	0	11	-336.005	143.986	5.0
kashyyyk_main	bigriver	7	0	12	-455.978	175.994	5.0
kashyyyk_main	bigriver	7	0	13	-540.002	162.545	5.0
kashyyyk_main	bigriver	7	0	14	-565.291	92.015	5.0
kashyyyk_main	bigriver	7	0	15	-464.018	124.021	5.0
kashyyyk_main	bigriver	7	0	16	-363.962	116.049	5.0
kashyyyk_main	bigriver	7	0	17	-299.924	64.035	5.0
kashyyyk_main	bigriver	7	0	18	-191.990	8.066	5.0
kashyyyk_main	bigriver	7	0	19	51.980	-67.981	5.0
kashyyyk_main	bigriver	7	0	20	160.016	-82.768	5.0
kashyyyk_main	bigriver	7	0	21	291.998	-63.975	5.0
kashyyyk_main	bigriver	7	0	22	445.214	-103.990	5.0
kashyyyk_main	bigriver	7	0	23	563.998	-83.982	5.0
kashyyyk_main	bigriver	7	0	24	599.942	12.000	5.0
kashyyyk_main	bigriver	7	0	25	626.917	96.190	5.0
kashyyyk_main	bigriver	7	0	26	711.979	231.998	5.0
kashyyyk_main	bigriver	7	0	27	735.098	277.401	5.0
kashyyyk_main	ne	8	0	0	809.452	378.389	5.0
kashyyyk_main	ne	8	0	1	784.013	428.019	5.0
kashyyyk_main	ne	8	0	2	740.013	472.004	5.0
kashyyyk_main	ne	8	0	3	724.023	554.626	5.0
kashyyyk_main	ne	8	0	4	696.003	616.006	5.0
kashyyyk_main	ne	8	0	5	464.018	644.027	5.0
kashyyyk_main	ne	8	0	6	372.025	680.007	5.0
kashyyyk_main	ne	8	0	7	336.158	731.996	5.0
kashyyyk_main	ne	8	0	8	384.061	755.986	5.0
kashyyyk_main	ne	8	0	9	392.000	803.992	5.0
kashyyyk_main	ne	8	0	10	408.026	863.994	5.0
kashyyyk_main	ne	8	0	11	380.030	928.020	5.0
kashyyyk_main	ne	8	0	12	396.013	975.020	5.0
kashyyyk_main	ne	8	0	13	435.990	975.579	5.0
kashyyyk_main	ne	8	0	14	435.972	923.998	5.0
kashyyyk_main	ne	8	0	15	455.998	848.073	5.0
kashyyyk_main	ne	8	0	16	459.966	792.005	5.0
kashyyyk_main	ne	8	0	17	431.968	742.390	5.0
kashyyyk_main	ne	8	0	18	443.996	707.942	5.0
kashyyyk_main	ne	8	0	19	519.999	671.998	5.0
kashyyyk_main	ne	8	0	20	540.146	675.970	5.0
kashyyyk_main	ne	8	0	21	552.021	743.993	5.0
kashyyyk_main	ne	8	0	22	628.001	827.990	5.0
kashyyyk_main	ne	8	0	23	712.000	879.995	5.0
kashyyyk_main	ne	8	0	24	795.989	875.998	5.0
kashyyyk_main	ne	8	0	25	851.950	843.977	5.0
kashyyyk_main	ne	8	0	26	863.000	727.000	5.0
kashyyyk_main	ne	8	0	27	855.992	664.004	5.0
kashyyyk_main	ne	8	0	28	795.969	564.968	5.0
kashyyyk_main	ne	8	0	29	783.995	533.073	5.0
kashyyyk_main	ne	8	0	30	823.976	452.322	5.0
kashyyyk_main	ne	8	0	31	862.004	413.292	5.0
kashyyyk_main	bigcenter	9	0	0	435.971	716.000	5.0
kashyyyk_main	bigcenter	9	0	1	431.964	646.483	5.0
kashyyyk_main	bigcenter	9	0	2	435.988	584.032	5.0
kashyyyk_main	bigcenter	9	0	3	439.972	484.003	5.0
kashyyyk_main	bigcenter	9	0	4	391.964	452.004	5.0
kashyyyk_main	bigcenter	9	0	5	407.994	367.970	5.0
kashyyyk_main	bigcenter	9	0	6	467.982	303.989	5.0
kashyyyk_main	bigcenter	9	0	7	471.999	267.995	5.0
kashyyyk_main	bigcenter	9	0	8	488.001	295.978	5.0
kashyyyk_main	bigcenter	9	0	9	500.033	331.983	5.0
kashyyyk_main	bigcenter	9	0	10	516.028	368.026	5.0
kashyyyk_main	bigcenter	9	0	11	484.047	416.001	5.0
kashyyyk_main	bigcenter	9	0	12	480.070	463.979	5.0
kashyyyk_main	bigcenter	9	0	13	496.071	479.963	5.0
kashyyyk_main	bigcenter	9	0	14	531.997	511.985	5.0
kashyyyk_main	bigcenter	9	0	15	599.966	475.995	5.0
kashyyyk_main	bigcenter	9	0	16	583.997	416.061	5.0
kashyyyk_main	bigcenter	9	0	17	547.993	388.011	5.0
kashyyyk_main	bigcenter	9	0	18	543.941	351.979	5.0
kashyyyk_main	bigcenter	9	0	19	567.994	252.016	5.0
kashyyyk_main	bigcenter	9	0	20	535.997	204.012	5.0
kashyyyk_main	bigcenter	9	0	21	471.997	212.018	5.0
kashyyyk_main	bigcenter	9	0	22	436.074	218.561	5.0
kashyyyk_main	bigcenter	9	0	23	432.000	288.009	5.0
kashyyyk_main	bigcenter	9	0	24	379.997	320.031	5.0
kashyyyk_main	bigcenter	9	0	25	351.986	292.028	5.0
kashyyyk_main	bigcenter	9	0	26	327.979	247.973	5.0
kashyyyk_main	bigcenter	9	0	27	351.979	202.470	5.0
kashyyyk_main	bigcenter	9	0	28	347.925	159.946	5.0
kashyyyk_main	bigcenter	9	0	29	416.016	147.999	5.0
kashyyyk_main	bigcenter	9	0	30	471.940	143.325	5.0
kashyyyk_main	bigcenter	9	0	31	451.981	76.091	5.0
kashyyyk_main	bigcenter	9	0	32	354.950	40.020	5.0
kashyyyk_main	bigcenter	9	0	33	301.463	16.023	5.0
kashyyyk_main	bigcenter	9	0	34	247.352	-12.658	5.0
kashyyyk_main	bigcenter	9	0	35	240.563	-37.964	5.0
kashyyyk_main	bigcenter	9	0	36	165.995	-41.766	5.0
kashyyyk_main	bigcenter	9	0	37	184.005	-12.051	5.0
kashyyyk_main	bigcenter	9	0	38	212.019	48.459	5.0
kashyyyk_main	bigcenter	9	0	39	190.155	88.007	5.0
kashyyyk_main	bigcenter	9	0	40	100.041	136.038	5.0
kashyyyk_main	bigcenter	9	0	41	76.003	170.886	5.0
kashyyyk_main	bigcenter	9	0	42	120.032	235.981	5.0
kashyyyk_main	bigcenter	9	0	43	159.982	223.980	5.0
kashyyyk_main	bigcenter	9	0	44	207.975	131.984	5.0
kashyyyk_main	bigcenter	9	0	45	268.010	139.992	5.0
kashyyyk_main	bigcenter	9	0	46	324.001	178.596	5.0
kashyyyk_main	bigcenter	9	0	47	316.008	220.114	5.0
kashyyyk_main	bigcenter	9	0	48	296.014	228.032	5.0
kashyyyk_main	bigcenter	9	0	49	288.029	267.970	5.0
kashyyyk_main	bigcenter	9	0	50	312.037	304.943	5.0
kashyyyk_main	bigcenter	9	0	51	280.025	455.983	5.0
kashyyyk_main	bigcenter	9	0	52	308.012	495.977	5.0
kashyyyk_main	bigcenter	9	0	53	372.001	515.997	5.0
kashyyyk_main	bigcenter	9	0	54	380.067	675.115	5.0
kashyyyk_main	bigcenter	9	0	55	376.314	751.991	5.0
kashyyyk_main	misscamp	10	0	0	367.102	44.028	5.0
kashyyyk_main	misscamp	10	0	1	459.991	88.002	5.0
kashyyyk_main	misscamp	10	0	2	471.985	155.960	5.0
kashyyyk_main	misscamp	10	0	3	471.977	218.887	5.0
kashyyyk_main	misscamp	10	0	4	504.005	204.056	5.0
kashyyyk_main	misscamp	10	0	5	535.995	204.005	5.0
kashyyyk_main	misscamp	10	0	6	498.740	299.987	5.0
kashyyyk_main	misscamp	10	0	7	471.533	262.561	5.0
kashyyyk_main	misscamp	10	0	8	424.032	259.980	5.0
kashyyyk_main	misscamp	10	0	9	432.017	163.376	5.0
kashyyyk_main	misscamp	10	0	10	408.277	143.975	5.0
kashyyyk_main	misscamp	10	0	11	348.000	160.000	5.0
kashyyyk_main	smallbranch	11	0	0	230.910	-4.594	5.0
kashyyyk_main	smallbranch	11	0	1	247.949	-92.000	5.0
kashyyyk_main	smallbranch	11	0	2	175.999	-155.978	5.0
kashyyyk_main	smallbranch	11	0	3	99.989	-183.983	5.0
kashyyyk_main	smallbranch	11	0	4	60.038	-163.934	5.0
kashyyyk_main	smallbranch	11	0	5	-24.036	-179.999	5.0
kashyyyk_main	smallbranch	11	0	6	-77.986	-144.046	5.0
kashyyyk_main	smallbranch	11	0	7	0.945	-112.026	5.0
kashyyyk_main	smallbranch	11	0	8	132.010	-100.007	5.0
kashyyyk_main	smallbranch	11	0	9	160.049	-86.605	5.0
kashyyyk_main	smallbranch	11	0	10	200.012	11.956	5.0
kashyyyk_main	north	12	0	0	372.019	751.956	5.0
kashyyyk_main	north	12	0	1	299.159	731.994	5.0
kashyyyk_main	north	12	0	2	231.995	783.999	5.0
kashyyyk_main	north	12	0	3	127.959	839.969	5.0
kashyyyk_main	north	12	0	4	72.008	807.971	5.0
kashyyyk_main	north	12	0	5	12.066	807.997	5.0
kashyyyk_main	north	12	0	6	-40.002	767.989	5.0
kashyyyk_main	north	12	0	7	-56.040	785.513	5.0
kashyyyk_main	north	12	0	8	-50.919	840.000	5.0
kashyyyk_main	north	12	0	9	-75.978	843.989	5.0
kashyyyk_main	north	12	0	10	-95.944	796.000	5.0
kashyyyk_main	north	12	0	11	-187.936	747.975	5.0
kashyyyk_main	north	12	0	12	-216.082	743.214	5.0
kashyyyk_main	north	12	0	13	-270.206	754.046	5.0
kashyyyk_main	north	12	0	14	-230.423	676.186	5.0
kashyyyk_main	north	12	0	15	-196.001	708.030	5.0
kashyyyk_main	north	12	0	16	-75.927	724.903	5.0
kashyyyk_main	north	12	0	17	-103.972	609.255	5.0
kashyyyk_main	north	12	0	18	-139.951	563.993	5.0
kashyyyk_main	north	12	0	19	-199.917	499.832	5.0
kashyyyk_main	north	12	0	20	-292.080	478.480	5.0
kashyyyk_main	north	12	0	21	-362.138	552.162	5.0
kashyyyk_main	north	12	0	22	-443.308	393.063	5.0
kashyyyk_main	north	12	0	23	-392.017	392.087	5.0
kashyyyk_main	north	12	0	24	-248.014	412.020	5.0
kashyyyk_main	north	12	0	25	-189.177	448.000	5.0
kashyyyk_main	north	12	0	26	-168.018	444.010	5.0
kashyyyk_main	north	12	0	27	-115.994	440.035	5.0
kashyyyk_main	north	12	0	28	-92.046	459.992	5.0
kashyyyk_main	north	12	0	29	-116.011	479.998	5.0
kashyyyk_main	north	12	0	30	-97.069	532.055	5.0
kashyyyk_main	north	12	0	31	-56.022	624.049	5.0
kashyyyk_main	north	12	0	32	-12.010	703.998	5.0
kashyyyk_main	north	12	0	33	-0.007	752.019	5.0
kashyyyk_main	north	12	0	34	36.005	768.116	5.0
kashyyyk_main	north	12	0	35	112.141	732.007	5.0
kashyyyk_main	north	12	0	36	176.778	724.012	5.0
kashyyyk_main	north	12	0	37	196.004	681.585	5.0
kashyyyk_main	north	12	0	38	148.059	647.987	5.0
kashyyyk_main	north	12	0	39	112.005	579.990	5.0
kashyyyk_main	north	12	0	40	109.095	508.006	5.0
kashyyyk_main	north	12	0	41	152.002	468.000	5.0
kashyyyk_main	north	12	0	42	228.000	476.022	5.0
kashyyyk_main	north	12	0	43	249.917	488.015	5.0
kashyyyk_main	north	12	0	44	296.150	435.801	5.0
kashyyyk_main	north	12	0	45	318.179	479.319	5.0
kashyyyk_main	north	12	0	46	279.935	487.957	5.0
kashyyyk_main	north	12	0	47	231.984	583.996	5.0
kashyyyk_main	north	12	0	48	219.928	683.994	5.0
kashyyyk_main	north	12	0	49	227.998	724.000	5.0
kashyyyk_main	north	12	0	50	303.985	688.001	5.0
kashyyyk_main	north	12	0	51	372.013	680.001	5.0
kashyyyk_main	wookiesmall	13	0	0	76.030	535.915	5.0
kashyyyk_main	wookiesmall	13	0	1	19.946	503.994	5.0
kashyyyk_main	wookiesmall	13	0	2	-43.998	487.977	5.0
kashyyyk_main	wookiesmall	13	0	3	-55.934	455.987	5.0
kashyyyk_main	wookiesmall	13	0	4	-80.828	447.891	5.0
kashyyyk_main	wookiesmall	13	0	5	-103.997	420.001	5.0
kashyyyk_main	wookiesmall	13	0	6	-115.915	199.975	5.0
kashyyyk_main	wookiesmall	13	0	7	-143.995	143.949	5.0
kashyyyk_main	wookiesmall	13	0	8	-143.798	70.669	5.0
kashyyyk_main	wookiesmall	13	0	9	-21.051	67.941	5.0
kashyyyk_main	wookiesmall	13	0	10	-89.942	150.823	5.0
kashyyyk_main	wookiesmall	13	0	11	-88.001	224.004	5.0
kashyyyk_main	wookiesmall	13	0	12	-72.016	302.818	5.0
kashyyyk_main	wookiesmall	13	0	13	-72.012	374.166	5.0
kashyyyk_main	wookiesmall	13	0	14	-24.049	480.014	5.0
kashyyyk_main	wookiesmall	13	0	15	39.991	484.119	5.0
kashyyyk_main	wookiesmall	13	0	16	64.000	512.037	5.0
kashyyyk_main	wookiesmall	13	0	17	98.439	512.019	5.0
kashyyyk_main	small_patch	14	0	0	-67.721	435.782	5.0
kashyyyk_main	small_patch	14	0	1	-116.012	474.095	5.0
kashyyyk_main	small_patch	14	0	2	-157.103	520.394	5.0
kashyyyk_main	small_patch	14	0	3	-189.537	448.084	5.0
kashyyyk_main	small_patch	14	0	4	-132.000	448.001	5.0
kashyyyk_main	small_patch	14	0	5	-107.992	428.009	5.0
kashyyyk_main	small_patch	14	0	6	-99.983	389.915	5.0
kashyyyk_main	patchagain	15	0	0	97.218	557.386	5.0
kashyyyk_main	patchagain	15	0	1	52.024	519.992	5.0
kashyyyk_main	patchagain	15	0	2	59.998	508.010	5.0
kashyyyk_main	patchagain	15	0	3	117.924	507.231	5.0
kashyyyk_main	Bad_Island	16	1	0	664.010	-455.937	0.0
kashyyyk_main	Bad_Island	16	1	1	631.964	-464.000	0.0
kashyyyk_main	Bad_Island	16	1	2	583.988	-515.980	0.0
kashyyyk_main	Bad_Island	16	1	3	591.999	-568.016	0.0
kashyyyk_main	Bad_Island	16	1	4	688.013	-576.013	0.0
kashyyyk_main	Bad_Island	16	1	5	712.003	-507.990	0.0
kashyyyk_main	Bad_Island	16	1	6	692.021	-475.998	0.0
kashyyyk_rryatt_trail	rryat_base	0	0	0	514.264	3423.964	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	1	551.977	3419.999	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	2	607.977	3451.999	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	3	615.997	3437.192	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	4	599.987	3418.093	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	5	605.309	3389.365	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	6	636.608	3383.990	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	7	635.969	3368.347	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	8	591.999	3351.498	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	9	603.999	3316.002	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	10	568.012	3336.010	5.0
kashyyyk_rryatt_trail	rryat_base	0	0	11	520.005	3353.958	5.0
kashyyyk_rryatt_trail	rryatt_rebel	1	0	0	985.217	3399.984	5.0
kashyyyk_rryatt_trail	rryatt_rebel	1	0	1	999.982	3388.004	5.0
kashyyyk_rryatt_trail	rryatt_rebel	1	0	2	1088.000	3279.294	5.0
kashyyyk_rryatt_trail	rryatt_rebel	1	0	3	1074.145	3256.011	5.0
kashyyyk_rryatt_trail	rryatt_rebel	1	0	4	936.027	3308.024	5.0
kashyyyk_rryatt_trail	rryatt_rebel	1	0	5	928.550	3345.847	5.0
kashyyyk_rryatt_trail	rryatt_rebel	1	0	6	968.391	3391.967	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	0	955.991	3464.009	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	1	944.638	3500.986	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	2	911.998	3537.449	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	3	970.954	3600.490	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	4	934.515	3655.966	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	5	1019.959	3729.344	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	6	1015.734	3830.356	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	7	992.028	3831.525	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	8	920.014	3771.992	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	9	916.071	3728.009	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	10	956.015	3707.756	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	11	946.489	3691.769	5.0
kashyyyk_rryatt_trail	rryatt_islandone	2	0	12	886.310	3712.000	5.0
